Artikel;Netto;Name DE;Text DE;Name EN;Text EN;Name FR;Text FR;Name IT;Text IT;Name SL;Text SL;Name ES;Text ES;Name NL;Text NL;Name DA;Text DA;Name FI;Text FI;Name SV;Text SV;Bild;Rabattgruppe;Gewicht;id;
07-1001254;2.909,60;Pelletsbrenner 25-30kW vorm., für GS/L u. V mit Drehrost;;Pellet burner 25-30kW pre-assembled f. GS/L&V + rotary grate;;Brûleur gran. 25-30kW prém. chaudière GS/L & V à grille tourn.;;Bruciatore pellet 25-30kW prem., per GS/L e V con griglia gir.;;Gorilnik za pelete 25–30kW, v. mon., za GS/L in V z vrt. reš.;;Quem. pellets 25-30kW premont., para GS/L y V c/parrilla girat.;;;;;;;;;;;Ersatzt;41,00;436046;
07-1001266;2,40;Dichtung Radialgebläse G2E120;;Radial fan seal G2E120                                         ;;Joint ventilateur radial G2E120                                ;;Guarnizione ventilatore radiale G2E120;;Tesnilo radialnega ventilatorja G2E120;;Junta ventilador radial G2E120;;;;;;;;;;;Ersatzt;0,00;436047;
07-1001272;5,50;Dichtung Deckel Sekundärlüfter;;Seal, secondary fan cover                                      ;;Joint couvercle ventilateur secondaire                         ;;Guarnizione coperchio ventilatore secondario;;Tesnilo pokrova sekundarnega ventilatorja;;Junta para tapa de ventilador secundario;;;;;;;;;;;Ersatzt;0,01;439188;
07-1001276;245,60;Nachrüstset Stokerrohr USV 30-100kW;;Upgrade set stoker pipe USV 30-100kW;;Kit post-équipement conduite d'alimentation USV 30-100kW;;Set di potenziamento tubo stoker USV 30-100kW;;Komplet za dogradnjo, stoker-cev USV 30–100kW;;Kit reequipamiento tubo cargador USV 30-100kW;;;;;;;;;;;Ersatzt;0,00;436048;
07-1001293;14,10;Halter Spaltpolmotor;;Bracket shaded pole motor;;Support du moteur polaire;;Supporto motore a poli spaccati;;Držalo, enofazni motor;;Soporte motor de fase auxiliar;;;;;;;;;;;Ersatzt;0,49;436049;
07-1001295;9,10;Kettenrad für Spaltpolmotor;;Chain wheel for shaded pole motor;;Pignon de chaîne pour moteur polaire;;Ruota dentata per motore a poli spaccati;;Verižni zobnik za enofazni motor;;Rueda de cadena para motor de fase auxiliar;;;;;;;;;;;Ersatzt;0,45;436050;
07-1001297;13,30;Einstellblech Schweißbaugruppe;;adjustment plate welding unit                                  ;;Plaque réglable groupe de soudage                              ;;Lamiera di regolazione unità di saldatura;;Nas. ploš?a, varjeni sklop;;Chapa de ajuste módulo de soldadura;;;;;;;;;;;Ersatzt;0,27;436051;
07-1001304;19,70;Antriebswelle Drehringantrieb;;drive shaft, rotary grate drive                                ;;Arbre d'entraînement Entraînement à bague tournante;;Albero di trasmissione azionamento anello rotante;;Pogonska gred, pogon obra?alnega obro?a;;Eje de la unidad bisel;;;;;;;;;;;Ersatzt;0,34;436052;
07-1001306;645,40;Rostabräumschnecke;;Grate-clearing screw;;Vis de décendrage de la grille                                 ;;Coclea di sgombero della griglia;;Polž za ?iš?enje rešetke;;Tornillo sinfín de descarga de parrilla;;;;;;;;;;;Ersatzt;9,45;436053;
07-1001308;18,80;Lager für Drehringantrieb vormontiert Multifire;;Bearing for rotary grate drive pre-assembled Multifire;;Palier d'entraînement à bague tournante prémonté Multifire;;Supporto per azionamento anello rotante premontato Multifire;;Ležaj za pogon obra?alnega obro?a, vnaprej mon. Multifire;;Rodamientos para anillo giratorio montado multi Fuego;;;;;;;;;;;Ersatzt;0,55;436054;
07-1001311;30,10;Antriebsrad Gussausführung;;Drive wheel, cast iron version;;Pignon d'entraînement version en fonte;;Ruota motrice versione in ghisa;;Pogonsko kolo, iz litine;;Rueda dentada de hierro fundido, motor principal USV;;;;;;;;;;;Ersatzt;1,24;436055;
07-1001315;25,40;Reinigungsfinger Multiflex;;cleaning finger Multiflex                                      ;;Doigt de nettoyage Multiflex;;Dito di pulizia Multiflex;;?istilni prst Multiflex;;Limpieza dedo Multiflex;;;;;;;;;;;Ersatzt2;0,13;436056;
07-1001321;644,10;Kopfstück Stokerkanal Schweißzeichnung;;Stoker channel head piece ;;Embout conduite d'alimentation ;;Stazione di testa canale di alimentazione ;;Glava stoker kanala ;;Esquema de soldadura cabezal canal cargador;;;;;;;;;;;Ersatzt;12,46;436057;
07-1001326;3,00;Blinddeckel Ascheabreinigung;;Blind cover, ash removal                                       ;;Couvercle aveugle nettoyage des cendres                        ;;Coperchio cieco rimozione cenere;;Slepi pokrov, odstranjevanje pepela;;Tapa ciega limpieza de ceniza;;;;;;;;;;;Ersatzt;0,14;436058;
07-1001334;3,50;Distanzring Flansch Brennrost TDS 300kW;;Spacer ring, rotary grate flange TDS 300kW;;Bague d'écartement bride grille de combustion TDS 300kW;;Anello distanziatore flangia griglia TDS 300kW;;Distan?ni obro?, prirobnica rešetke gorilnika TDS 300kW;;Anillo separador brida rejilla de combustión TDS 300kW;;;;;;;;;;;Ersatzt;0,09;436059;
07-1001341;116,20;Multiflex Antriebmotor vormontiert;;Multiflex drive motor, pre-assembled;;Multiflex moteur d'entraînement prémonté;;Motore di azionamento Multiflex premontato;;Multiflex, pogonski motor, vnaprej mon.;;Motor montado Multiflex ;;;;;;;;;;;Ersatzt;2,82;436060;
07-1001342;87,00;Multiflex Antriebswelle Drehring vormontiert;;Multiflex drive shaft, rotating ring, pre-assembled;;Multiflex Arbre d’entraînement anneau rotatif prémonté;;Albero di trasmissione anello rotante Multiflex premontato;;Multiflex, obra?alni obro? pogonske gredi, vnaprej mon.;;Multiflex bisel unidad pre-ensamblados;;;;;;;;;;;Ersatzt;3,06;436061;
07-1001343;78,70;Ascheabstreifring Form E 80/100kW vm.;;Ash scraper ring form E 80/100kW pre-assembled;;Segment racleur de décendrage Forme E 80/100kW prémonté;;Anello di raschiatura della cenere forma E 80/100kW premontato;;Obro? za odstranjevanje pepela, oblika E 80/100kW, vnaprej mon.;;Rejilla Multiflex Forma E 80- 100 kW montada;;;;;;;;;;;Ersatzt2;5,06;436062;
07-1001344;73,40;Ascheabstreifring Form C 40/50 kW vormon;;Ash scraper ring form C 40/50 kW pre-assembled                 ;;Segment racleur de décendrage Forme C 40/50 kW prémonté;;Anello di raschiatura della cenere forma C 40/50 kW premontato;;Obro? za odstranjevanje pepela, oblika C 40/50kW, vnaprej mon.;;Rejilla Multiflex Forma C 40- 50 kW montada;;;;;;;;;;;Ersatzt2;3,73;436063;
07-1001345;67,30;Ascheabstreifring Form B 25/30 kW vormon;;Ash scraper ring form B 25/30 kW pre-assembled                 ;;Segment racleur de décendrage Forme B 25/30 kW prémonté;;Anello di raschiatura della cenere forma B 25/30 kW premontato;;Obro? za odstranjevanje pepela, oblika B 25/30kW, vnaprej mon.;;Rejilla Multiflex Forma C 25/30 kW montada;;;;;;;;;;;Ersatzt2;3,01;436064;
07-1001346;135,90;Ascheabstreifring Form Pellet 50/100 kW vm.;;Ash scraper ring, pellet form 50/100kW                         ;;Segment racleur de décendrage Forme granulés 50/100 kW prémonté;;Anello di raschiatura della cenere forma pellet 50/100 kW;;Obro? za odstranjevanje pepela, oblika za pelete 50/100kW;;Anillo rascador de ceniza forma pellets 50/100 kW;;;;;;;;;;;Ersatzt2;4,62;436065;
07-1001347;263,30;Brenntasse Form B 15-30 kW vormontiert kompl.;;Burner cup form B 15-30 kW pre-assembled cpl.;;Assiette de combustion forme B 15-30 kW prémontée complète     ;;Piatto di combustione forma B 15/-30 kW premontato compl.;;Gorilni krožnik, oblika B 15–30kW, vnaprej mon. kpl.;;Plato de combustión astillas completo Forma B 15-30 kW;;;;;;;;;;;Ersatzt2;12,44;436066;
07-1001348;289,20;Brenntasse Form C 40-50 kW vormontiert kompl.;;Burner cup form C 40-50 kW pre-assembled cpl.;;Assiette de combustion forme C 40-50 kW prémontée complète     ;;Piatto di combustione forma C 40/-50 kW premontato compl.;;Gorilni krožnik, oblika C 40–50kW, vnaprej mon. kpl.;;Plato de combustión astillas completo Forma C 40-50 kW;;;;;;;;;;;Ersatzt2;15,19;436067;
07-1001349;423,30;Brenntasse Form E 60-100 kW vormontiert kompl.;;Burner cup form E 60-100 kW pre-assembled cpl.;;Assiette de combustion forme E 60-100 kW prémontée complète    ;;Piatto di combustione forma E 60-100 kW premontato compl.;;Gorilni krožnik, oblika E 60–100kW, vnaprej mon. kpl.;;Plato de combustión astillas completo Forma E 80-100 kW;;;;;;;;;;;Ersatzt2;20,17;436068;
07-1001350;468,10;Brenntasse Form Pellet 50-100 kW vormontiert kompl.;;Burner cup form pellet 50-100 kW pre-assembled cpl.;;Assiette de combustion forme granulés 50-100 kW prémontée cplt;;Piatto di combustione forma pellet 50-100 kW premontato compl.;;Gorilni krožnik, oblika za pelete 50–100kW, vnaprej mon. kpl.;;Plato de combustión pellet completo 50-100 kW;;;;;;;;;;;Ersatzt2;16,39;436069;
07-1001351;15,70;Vermiculit Konsole Reinigung TDS 300kW;;Vermiculite bracket, cleaner TDS 300kW                         ;;Nettoyage console Vermiculite TDS 300kW;;Mensola in vermiculite pulizia TDS 300kW;;Vermikulitni izolirni blok, ?iš?enje TDS 300kW;;Soporte vermiculita,  TDS 300 limpiador;;;;;;;;;;;Ersatzt;0,32;436070;
07-1001352;12,90;Vermiculit Konsole Reinigung TDS 300kW;;Vermiculite bracket, cleaner TDS 300kW                         ;;Nettoyage console Vermiculite TDS 300kW;;Mensola in vermiculite pulizia TDS 300kW;;Vermikulitni izolirni blok, ?iš?enje TDS 300kW;;Soporte vermiculita,  TDS 300 limpiador;;;;;;;;;;;Ersatzt;0,10;436071;
07-1010001;83,30;Formstein Brennraum;;Moulded brick for combustion chamber;;Brique chambre de combustion;;Refrattario della camera di combustione;;Zidak, zgorevalni prostor;;Ladrillo moldeado cámara de combustión;;;;;;;;;;;Ersatzt;8,00;436072;
07-1010002;163,20;Formstein Flammrohr;;Flame tube moulded brick;;Brique tête de brûleur;;Refrattario tubo focolare;;Zidak, plamenica;;Ladrillo moldeado tubo de llama;;;;;;;;;;;Ersatzt;15,15;436073;
07-1010013;7,40;Flachdichtung;;Flat seal                                                      ;;Joint plat;;Guarnizione piatta;;Plosko tesnilo;;Junta plana;;;;;;;;;;;Ersatzt;0,01;436074;
07-1010014;7,50;Dichtungsplatte Stokerlager;;Seal plate, stoker bearing                                     ;;Plaque d'étanchéité vis d'alimentation;;Piastra di guarnizione cuscinetto stoker;;Tesnilna ploš?ica za ležaj stokerja;;Placa de obturación apoyo de cargador;;;;;;;;;;;Ersatzt;0,03;436075;
07-1010017;25,00;Antriebswelle Brennrost;;Drive shaft, rotary grate;;Arbre d'entraînement grille de combustion;;Albero di azionamento griglia;;Pogonska gred, gorilna rešetka;;Eje de accionamiento rejilla de combustión;;;;;;;;;;;Ersatzt;0,30;436076;
07-1010018;57,70;Aschering;;Ash ring                                                       ;;Anneau de décendrage                                           ;;Anello della cenere;;Pepelni obro?;;Anillo de ceniza;;;;;;;;;;;Ersatzt2;1,02;436077;
07-1010021;8,10;Führungsfinger;;Manipulation finger;;Doigt de guidage;;Dito guida;;Vodilni prst;;Dedo guía;;;;;;;;;;;Ersatzt;0,02;436078;
07-1010022;57,10;Antriebsschnecke;;Drive screw;;Vis d'entraînement                                             ;;Coclea di azionamento;;Pogonski polž                                                  ;;Sinfín de accionamiento;;;;;;;;;;;Ersatzt;0,85;436079;
07-1010025;102,20;Brenntasse f. Brenntassenrein.;;Burner cup f. burner cup cleaner;;;;Piatto di combustione per pulizia di piatto di combustione;;Gorilni obro? USP 10-20 kW;;;;;;;;;;;;;Ersatzt2;2,76;437996;
07-1010027;100,80;Brenntasse m. Brenntassenrein. 10-20kW;;Burner cup with burner cup cleaner 10-20kW;;Assiette de combustion avec nettoyage de l’assiette 10-20kW;;Piatto di combustione con pulizia 10-20kW;;Gorilni krožnik s ?istilnikom gorilnega krožnika 10–20 kW;;Plato de combustión con limpieza 10-20kW;;;;;;;;;;;Ersatzt2;3,86;436080;
07-1010028;117,00;Brenntasse m. Brenntassenrein. 25-30kW;;Burner cup with burner cup cleaner 25-30kW;;Assiette de combustion avec nettoyage de l’assiette 25-30kW;;Piatto di combustione con pulizia 25-30kW;;Gorilni krožnik s ?istilnikom gorilnega krožnika 25–30 kW;;Plato de combustión con limpieza 25-30kW;;;;;;;;;;;Ersatzt2;3,84;436081;
07-1010032;9,50;Adapterblech Sekundärgebläse;;Adapter plate, secondary fan                                   ;;Tôle d'adaptation ventilateur secondaire;;Lamiera di adattamento ventilatore secondario;;Nas. ploš?a, vent. sek. zraka;;Chapa adaptadora ventilador secundario;;;;;;;;;;;Ersatzt;0,18;436082;
07-1010036;5,80;Dichtung;;Seal                                                           ;;Joint                                                          ;;Guarnizione;;Tesnilo                                                        ;;Junta;;;;;;;;;;;Ersatzt;0,01;436083;
07-1010037;7,40;Isolierplatte Wendekammer;;Insulation plate, reversal chamber                             ;;Plaque isolante chambre d'inversion;;Piastra isolante camera d'inversione;;Izolacijska ploš?a za obra?alno komoro;;Placa de aislamiento cámara de inversión;;;;;;;;;;;Ersatzt;0,19;436084;
07-1010038;7,50;Isolierplatte Wendekammer;;Insulation plate, reversal chamber                             ;;Plaque isolante chambre d'inversion;;Piastra isolante camera d'inversione;;Izolacijska ploš?a za obra?alno komoro;;Placa de aislamiento cámara de inversión;;;;;;;;;;;Ersatzt;0,19;436085;
07-1010039;12,60;Isolierplatte Wendekammer;;Insulation plate, reversal chamber                             ;;Plaque isolante chambre d'inversion;;Piastra isolante camera d'inversione;;Izolacijska ploš?a za obra?alno komoro;;Placa de aislamiento cámara de inversión;;;;;;;;;;;Ersatzt;0,19;436086;
07-1010040;9,50;Isolierplatte Wendekammer;;Insulation plate, reversal chamber                             ;;Plaque isolante chambre d'inversion;;Piastra isolante camera d'inversione;;Izolacijska ploš?a za obra?alno komoro;;Placa de aislamiento cámara de inversión;;;;;;;;;;;Ersatzt;0,19;436087;
07-1010046;82,00;Abstreifer Drehrost;;Scraper, rotary grate                                          ;;Racloir grille tournante;;Raschiatore griglia girevole;;Strgalo, vrtljiva rešetka;;Rascador parrilla giratoria;;;;;;;;;;;Ersatzt;0,82;436088;
07-1010057;75,40;Hitzeschild;;Heat shield                                                    ;;Bouclier thermique                                             ;;Schermo termico;;Toplotni š?it;;Pantalla Calor;;;;;;;;;;;Ersatzt;1,50;436089;
07-1010059;306,60;Abdeckblech Rostabräumschnecke;;Cover plate, grate cleaning screw;;Tôle de recouvrement vis de décendrage de la grille;;Lamiera di copertura coclea di sgombero della griglia;;Pokrivna plo?evina, polž za praznjenje rešetke;;Chapa de cubierta sinfín de descarga de parrilla;;;;;;;;;;;Ersatzt;5,26;436090;
07-1010060;185,20;Formstein Flammrohr;;Flame tube moulded brick;;Brique tête de brûleur;;Refrattario tubo focolare;;Oblikovni kamen, plamenska cev;;Ladrillo moldeado tubo de llama;;;;;;;;;;;Ersatzt;16,87;436091;
07-1010061;240,40;Isolierblock Flammrohr;;Insulating block, flame tube;;Bloc isolant tête de brûleur;;Blocco isolante tubo focolare;;Izolacijski blok plamenica;;Bloque de aislamiento tubo de llama;;;;;;;;;;;Ersatzt;4,78;436092;
07-1010081;213,00;Ringsegment 5;;Ring segment 5                                                 ;;Segment d'anneau 5                                             ;;Segmento anello 5;;Segment obro?a 5;;Anillo ceniza segmento 5 TDS;;;;;;;;;;;Ersatzt;3,30;436093;
07-1010140;23,90;Luftklappe;;Air shutter;;Clapet de ventilation                                          ;;Valvola dell'aria;;Zra?na loputa;;Trampilla de aire;;;;;;;;;;;Ersatzt;0,25;436094;
07-1010149;14,80;Rollenkette;;Roller chain                                                   ;;Chaîne à rouleaux                                              ;;Catena a rulli;;Valj?na veriga;;Cadena de rodillos;;;;;;;;;;;Ersatzt;0,43;436095;
07-1010186;64,30;Stokerschnecke;;Stoker screw;;Vis d’alimentation                                             ;;Coclea di alimentazione;;Stoker-polž;;Tornillo de ceniza;;;;;;;;;;;Ersatzt2;1,75;436096;
07-1010192;5,70;Dichtung Stokermotor;;Stoker motor seal                                              ;;Joint moteur d’alimentation                                    ;;Guarnizione motore stoker;;Tesnilo stoker motorja;;Junta motor cargador;;;;;;;;;;;Ersatzt;0,00;436097;
07-1010218;24,30;Isolierplatte unten;;Insulation plate, bottom                                       ;;Plaque isolante en bas                                         ;;Piastra isolante inferiore;;Izolacijska ploš?a spodaj;;Placa de aislamiento inferior;;;;;;;;;;;Ersatzt;0,89;436098;
07-1010219;34,40;Isolierplatte unten;;Insulation plate, bottom                                       ;;Plaque isolante en bas                                         ;;Piastra isolante inferiore;;Izolacijska ploš?a spodaj;;Placa de aislamiento inferior;;;;;;;;;;;Ersatzt;1,60;436099;
07-1010220;19,80;Isolierplatte unten;;Insulation plate, bottom                                       ;;Plaque isolante en bas                                         ;;Piastra isolante inferiore;;Izolacijska ploš?a spodaj;;Placa de aislamiento inferior;;;;;;;;;;;Ersatzt;0,21;436100;
07-1010221;31,90;Isolierplatte unten;;Insulation plate, bottom                                       ;;Plaque isolante en bas                                         ;;Piastra isolante inferiore;;Izolacijska ploš?a spodaj;;Placa de aislamiento inferior;;;;;;;;;;;Ersatzt;1,13;436101;
07-1010222;8,20;Distanzblech Vorbrennkammer;;Spacer plate, pre-combustion chamber                           ;;Tôle intercalaire chambre de précombustion;;Lamiera distanziatrice camera di precombustione;;Distan?na ploš?a, predzgorevalna komora;;Chapa separadora cámara de combustión previa;;;;;;;;;;;Ersatzt;0,85;436102;
07-1010223;5,30;Distanzteil Düsenstein;;Spacer, nozzle brick                                           ;;Pièce d’écartement bloc de brûleur                             ;;Distanziatore mattone portaugelli;;Distan?nik, pušni blok;;Pieza separadora bloque de boquillas;;;;;;;;;;;Ersatzt;0,22;436103;
07-1010241;215,80;Drehscheibe geschlitzt;;Slotted turntable                                              ;;Disque rotatif fendu                                           ;;Disco rotante con tacche;;Vrtljiva ploš?a, z zarezo;;Disco giratorio ranurado;;;;;;;;;;;Ersatzt;15,77;436104;
07-1010242;7,20;Luftbegrenzung;;Air flow restriction                                           ;;Limitation d’air                                               ;;Limitazione dell'aria;;Omejevalnik zraka;;Restrictores Aire TDS (Quesitos);;;;;;;;;;;Ersatzt;1,03;436105;
07-1010243;31,10;Ascheringsegment geschlitzt;;Slotted ash ring segment                                       ;;Segment d’anneau de décendrage fendu                           ;;Segmento anello della cenere con tacche;;Segment obro?a za pepel, z zarezo;;Segmento de anillo de ceniza ranurado;;;;;;;;;;;Ersatzt;1,88;436106;
07-1010244;177,60;Außenring Drehrost;;Outer ring of the rotary grate                                 ;;Anneau extérieur grille tournante                              ;;Anello esterno griglia girevole;;Zunanji obro? vrtljive rešetke;;Anillo exterior parrilla giratoria;;;;;;;;;;;Ersatzt;4,90;436107;
