Artikel;Netto;id;Name ES
12-1000012;1.379,20;268279;Tanque de lona 1900x2800x1510mm
12-1000013;1.539,20;268280;Tanque de lona 2200x2800x1510mm
12-1000015;51,10;268281;Tapa del dispositivo para la protección frente al sobrellenado
12-1000018;64,10;268282;Cubierta de reforzamiento RA astillas de madera USV
12-1000056;168,80;268283;Cubierta canal L=3000 3x325,4x3000
12-1000057;24,30;268284;Cubierta de revisión 3x270x30x237 (SxBxHxL)
12-1000063;58,00;268285;Chapa de unión delantera 3x160x335
12-1000066;13,30;268286;Chapa deflectora RA USV 2005
12-1000071;105,10;268287;Caja de revisión RA G30-G50  completa
12-1000082;51,10;268288;Cubierta de canal de pellets 3x142,69xKPL sist. alim. G
12-1000083;95,30;268289;Brida terminal canal de transporte
12-1000091;40,90;268290;Interruptor de sobrellenado L=2500mm
12-1000103;522,20;268291;Canal de transporte trasero L=3000 3x497,6x3000 alim. G30-G50
12-1000104;204,40;268292;Cubierta parcial L=3000, 3x475,6x3000 canal transp. trasero
12-1000105;29,20;268293;Fijación de pies  6x93.1x492.5
12-1000111;124,70;269918;Cubierta parcial canal carga trasera 3x232,8x2
12-1000144;134,70;268294;Caja de engranajes completo desde Julio 1999
12-1000149;26,20;268295;Tapa caja de rueda de cadena 2x368,9x481
12-1000150;4,70;268296;Chapa de cubrición agujero rodamiento 3x60x117
12-1000151;126,50;268297;Caja de engranajes completa RA G30-G50
12-1000161;3,30;268298;Arandela para eje accionamiento
12-1000171;140,80;268299;Paquete de lamas b=50mm, Ø=3m brazo agitador L=1750mm
12-1000172;153,40;268300;Paquete de lamas b=50mm, Ø=3,5m brazo agitador L=1950mm
12-1000173;163,90;268301;Paquete de lamas b=50mm, Ø=4m brazo agitador
12-1000178;324,00;268302;Agitador de acero Ø850 RA G30-G50
12-1000198;83,10;268303;Eje de accionamiento para RI130 Ø48/Ø290mm x 283mm
12-1000203;17,00;270974;
12-1000205;6,90;268304;Hoja de cuchilla de acero inoxidable 50mm paquete 4x40x127mm
12-1000214;39,00;268305;Lamas L=1550mm H=80mm 2,5x80x1550
12-1000215;42,60;268306;Lamas L=1800mm H=80mm 2,5x80x1800
12-1000216;48,50;268307;Lamas L=2100mm H=80mm 2,5x80x2100
12-1000217;97,10;268308;Lamas L=2400mm H=80mm 2,5x80x2400
12-1000218;7,50;268309;Ganchos de recogida
12-1000240;545,00;268310;Agitador de lamas de acero RA G30-G50
12-1000247;232,90;268311;Brida agitador RA astillas de madera USV
12-1000251;15,00;268312;Anillo separador 10mm Ø82,5x8 L=10mm
12-1000266;50,00;268313;Brazo de agitador
12-1000272;252,70;268314;Arandela agitador Ø1.100mm para agitador ADDZ0000
12-1000283;68,20;268315;Paquete de lamas 1   L=1550mm
12-1000284;107,30;268316;Paquete de lamas 2  L=1800mm
12-1000285;129,50;268317;Paquete de lamas 3  L=2100mm
12-1000286;149,90;268318;Paquete de lamas 4  L=2100mm
12-1000287;166,90;268319;Paquete de lamas 5   L=2400mm
12-1000288;66,90;268320;Apoyos del accionamiento 6x108,5x1253
12-1000289;7,50;268321;Pies canal ascendente 5x100x214,97
12-1000290;56,40;268322;Apoyos canal 5x238,2x557,8
12-1000291;12,70;268323;Pie de soporte apoyos canal RA astillas de madera USV
12-1000303;261,60;268324;Caja de accionamienoto accionamiento de recambio RA astilla USV
12-1000311;12,30;269893;Chapa de fijación canales sist. aliment. 5x50x400
12-1000313;40,90;268325;Estribo de fijación 3x150x593,5
12-1000332;3,20;268326;Arandela de resorte 6x60x60
12-1000334;13,80;268327;Brida canal de conexión transmisión 6x174,9x2
12-1000336;360,50;268328;Transmisión asimétrica sist. aliment. G30
12-1000337;2,70;270614;Disco separador Ø35/Ø13 s = 10 mm
12-1000338;27,30;268329;Chapa de unión cubierta
12-1000341;86,00;268330;Apoyo sinfín ascendente
12-1000343;170,30;268331;Cubierta trasera transferencia abajo 3x333,6x2284
12-1000345;328,80;268332;Cabezal tubo de caída sist. aliment. USV 2005
12-1000353;132,90;268333;Cubierta canal 3x322.7 L=Variable
12-1000359;204,40;268334;Transferencia trasera 30° RA G30-G50
12-1000362;204,40;268335;Transferencia trasera 40° RA G30-G50
12-1000383;158,50;268336;Cubierta delantera canal ascendente transferencia 3x333,6x14
12-1000399;33,50;268337;Cubierta de motor 3x232,6x375
12-1000400;142,80;270615;Cubierta accionamiento de cadena 2x396,7x500
12-1000426;52,00;268338;Pieza intermedia con  Vielverz. RA G30-G50
12-1000428;68,20;268339;Pieza intermedia con Vielverz. RA G30-G50 Montaje a posteriori
12-1000432;166,00;268340;Sinfín de alimentación Sistema de alimentación HG
12-1000435;102,30;268341;Unidad de salida
12-1000455;20,10;269928;
12-1000473;24,60;268342;Talón de eje
12-1000477;51,10;268343;Estrella de accionamiento 20x91x91
12-1000494;26,90;268344;Goma de amortiguación para par torsión
12-1000500;105,00;268345;Soporte del momento de torsión para
12-1000501;71,10;268346;Soporte del momento de torsión para sinfín de llenado 5,5 kW
12-1000511;106,50;268347;Eje de accionamiento Watt Drive 4kW carga
12-1000512;171,30;268348;Soporte pared para negro lac.
12-1000517;96,60;268349;Soporte cojinente para negro lac.
12-1000521;73,80;268350;Brida de apoyo en lado del motor, pintada en negro
12-1000524;51,80;268351;Brida cojinete para cojinete final negro lac.
12-1000531;235,00;268352;Eje de accionamiento sinfín de carga para 5,5kW
12-1000583;81,80;268353;Placa de cubierta apoyo intermedio sinfín de carga
12-1000585;72,00;268354;Conexión tubo Ø60, 3x6, 3 L = 800mm
12-1000589;31,10;268355;Balancín para apoyo intermedio Sinfín de carga
12-1000594;18,10;268356;Cable 2-sistema de manguera 1,25 X70, 28x642 RAL 1007
12-1000595;123,70;270985;Tapa de contenedor (grande) USP 10-30kW
12-1000598;17,80;268357;Rejilla de protección turbina de aspiración Ø120/Ø92
12-1000599;1,70;268358;Placa de goma amortiguadora de vibraciones, turbina
12-1000600;3,30;268359;Manguera de vacío amortiguadora de vibraciones Turbina Sa
12-1000605;164,60;268360;Cubierta de turbina de aspiración (grande) USP 10-30kW
12-1000625;4,50;268361;Arandela de fijación
12-1000629;74,30;268362;Apoyos canal   
12-1000632;9,50;268363;Cubierta frontal galv. 
12-1000640;728,40;268364;Canal sinfín completo RÜ Pelets
12-1000645;4,00;268365;Casquillo de distanciamiento Ø52/Ø42x11mm agitador USP
12-1000646;14,30;268366;Lama b=50mm L=1.250mm agitador de pelets Ø2.4m
12-1000647;5,80;268367;Arandela de fijación   
12-1000659;88,30;268368;Alojamiento cojinete montado
12-1000667;16,10;268369;Pies caja accionamiento galv.  10-15µm
12-1000684;1,90;268370;Placa aislamiento 120x50x4 Soporte del momento de torsión USP
12-1000685;0,70;268371;Disco termoaislante Ø30/Ø19 s=4mm
12-1000686;0,70;268372;Manguera de goma Ø18x5mm  L=17mm
12-1000718;30,90;268373;Adaptador de manguera extr. silo de saco sinfín ascendente
12-1000719;8,90;268374;Manguera espiral DN150 L=160mm extrac. silo saco sinfín ascend.
12-1000720;21,70;268375;Brida intermedia ZF1
12-1000723;15,20;268376;Canal para prolongación para 40° codo, 240x110x4
12-1000728;116,80;268377;Cabezal con tubo de caída L=175mm
12-1000732;100,00;268378;Apoyo canal alimentación desde silo de lona
12-1000739;70,90;268379;Canal de unión AK1;  L=425mm para canal ascendente 
12-1000747;10,20;268380;Anillo sujeción canal transporte Extrac. silo de saco Ø155/Ø110
12-1000748;11,20;268381;Anillo obturación canal transporte Extrac. silo saco Ø155/Ø70
12-1000766;100,50;268382;Codo  40° KS2 completo sistema alimentación pelets
12-1000767;93,50;268383;Canal ascendente 1, L=600mm galv. 
12-1000774;98,40;268384;Canal ascendente 2, L=775mm galv. 
12-1000795;89,70;268385;Prolongación canal KV1 L=400mm
12-1000800;126,10;268386;Prolongación canal KV1 L=800mm
12-1000844;4,00;268387;Estera filtro 280x330 para pelets sistema succión
12-1000862;987,60;268388;Ciclón completo sistema succión premontado USP
12-1000918;31,50;268389;Agitador cabezal de extracción galvanizado
12-1000924;6,30;268390;Cordón obturador cpl. silo de saco para compuerta de bloqueo
12-1000925;259,90;268391;Tapa con fijación de resorte de gas para sistema de aspiración
12-1000946;5,20;268392;Espaciador 5mm sistema succión 5x60x251  vz
12-1000948;2,20;268393;Placa aislante 250x54x4 fijación canal USP
12-1000951;18,90;268394;Brida de motor sistema de alimentación USPV
12-1000953;17,20;268395;Brida de motor
12-1000954;24,40;268396;Brida USP RA canal final vz
12-1000962;30,10;268397;Apoyo intermedio sinfín canal anguloso
12-1000973;6,10;268398;Compuerta de cierre 2x160x226  galv. 
12-1000975;79,20;268399;Compuerta de bloqueo con extracción del silo de saco
12-1000976;47,00;268400;Compuerta de bloqueo tanque de lona galvanizada
12-1000979;12,80;268401;Contrabrida tanque de lona 5x205x205  galv. 
12-1000980;73,00;268402;Compuerta de cierre tanque de lona cpl
12-1000981;47,70;268403;Desplazamiento vertical RA USP galv.
12-1000997;132,90;268404;Canal alimentación 1S, L=1.000mm
12-1001003;160,10;268405;Canal alimentación 2S, L=1.300mm
12-1001007;197,60;268406;Canal alimentación 3S, L=1.800mm
12-1001048;76,70;268407;Succión
12-1001052;12,40;268408;Guía puerta L=1.500mm silo almacenamiento de pelets
12-1001053;15,00;268409;Riel para puerta L=2.000mm silo de pellets
12-1001054;56,80;268410;Pantalla de protección completo sin material de fijación
12-1001062;2,80;268411;Tornillo de cabeza hexagonal M8x42 vz fabricación especial !
12-1001158;17,80;268412;Pieza interm. sinfín de transporte RÜ USP engranaje sinfín RÜ
12-1001167;43,70;268413;Eje accionamiento AS3, L=278mm sistema succión, Motor-sinfín
12-1001175;4,50;268414;Casquillo separador sinfín alimentación S1,S2 Ø30xØ20,3 L=28mm
12-1001197;87,80;268415;Junta cardan E20x32 DIN808W codo 40° USP, 1s chaveta
12-1001199;5,20;268416;Perno hexagonal M8x40 vz N º: 10010840
12-1001200;13,80;268417;Apoyo intermedio ZL1 para Knie 40°
12-1001202;4,70;268418;Cojinete liso JFM-2023-15.5 Ø20/Ø23mm x L=15.5mm
12-1001203;33,60;268419;Apoyo intermedio ZL1 para codo 40°
12-1001207;39,60;268420;Prolongación sinfín SV1Z L=461mm
12-1001215;62,60;268421;Prolongación sinfín SV2Z L=861mm
12-1001216;8,70;268422;Perno de unión VB1
12-1001218;97,10;268423;Bulones de unión VB1 premontado incl. Junta cardan
12-1001220;20,90;268424;Apoyo intermedio ZL2 Lges=88mm
12-1001226;34,10;268425;AS4 motor, L = 323mm
12-1001231;75,70;268426;Sinfín ascendente SS1 L=855mm
12-1001236;111,00;268427;Sinfín de alimentación SG1 L=1641mm
12-1001240;137,00;268428;Sinfín de alimentación SG2 L=2091mm
12-1001244;79,10;268429;Sinfín ascendente SS2 L=1030mm
12-1001248;101,00;268430;Sinfín ascendente SS3 L=1155mm
12-1001252;112,00;268431;Sinfín ascendente SS4 L=1355mm
12-1001257;203,10;268432;Sinfín de alimentación S1; L=1.894mm
12-1001263;247,10;268433;Sinfín de alimentación S2; L=2.394mm
12-1001269;194,20;268434;Sinfín de alimentación S8; L=1861mm
12-1001274;75,70;268435;Sinfín de alimentación S3; L=1.038mm
12-1001278;92,20;268436;Sinfín de alimentación S4; L=1.338mm
12-1001282;121,90;268437;Sinfín de alimentación S5; L=1.838mm
12-1001283;6,80;268438;Separador boquilla aspiración peq. L=90
12-1001284;3,10;268439;Separador aspir ve. L=78mm M6x21,
12-1001331;27,30;268440;Pieza de unión para aire exterior ventilador quemador 
12-1001358;1.017,10;268441;Cabezal sinfín de transporte para KWB Easyfire, tipo USP GS
12-1001362;310,70;268442;Cabezal para silos de pellets Solvis, incl. unidad accionam.
12-1001369;122,50;268443;USPS - Reequipam. cont. aspirac. para disp. succión USP
12-1001422;394,80;268444;Extrac. aspiración tanque lona para KWB Easyfire, tipo USP GL
12-1001439;181,70;268445;División de sinfín enchufable con eje perfilado
12-1001450;95,70;268446;Sinfín ascendente 1 + canal ascendente L=600mm
12-1001453;99,20;268447;Sinfín ascendente 2 + canal ascendente L=775mm
12-1001456;106,90;268448;Sinfín ascendente 3 + canal ascendente L=900mm
12-1001460;223,00;268449;Sinfín ascendente 4 + canal ascendente L=1.100mm
12-1001471;153,30;268450;Extensión del canal del sinfín Solvis, 400mm
12-1001472;8,50;268451;Apoyo para canal FSV Solvis
12-1001474;99,20;268452;Extensión del canal del sinfín Solvis, 800mm
12-1001485;791,80;268453;Accesorios para llenado silo
12-1001487;81,80;268454;Juego de accesorios para depósito subterráneo Geotank
12-1001490;221,50;268455;Accesorios para tubo caída RA USP
12-1001493;181,70;268456;Accesorios para sistema de alimentación doble
12-1001495;122,60;268457;Accesorios sistema de alimentaciónpara Pelletcanal  USV
12-1001496;223,10;268458;Accesorios sistema de alimentaciónUSV
12-1001497;231,60;268459;Accesorios sistema de alimentación con transición hacia abajo
12-1001498;39,10;268460;Accesorios para extensión del canal del sinfín
12-1001499;201,00;268461;Accesorios para calderas USP GS  sistema de succión
12-1001501;301,90;268462;Accesorios para calderas USP S  sinfín en codo KWB
12-1001503;520,50;268463;Sinfines ascendentes accesorios SOLVIS sinf. de transporte
12-1001504;182,30;268464;Canal transp. 0S premontado cabezal cpl. sistema aspirac.
12-1001528;197,60;268465;Disco de agitador soldadura Pellet
12-1001532;126,10;268466;Esquema de soldadura Pel disco de protección del agitador
12-1001535;12,50;268467;Ángulo de apoyo izq. agitador sin canal
12-1001536;12,50;268468;Ángulo de apoyo der. agitador sin canal
12-1001538;384,40;268469;Accesorios pieza de paso tubo de caída BSK USV
12-1001539;17,00;268470;Perno de unión articulación cardán - engranaje
12-1001542;61,40;268471;Articulación cardán E20x40 DIN 808-W mec.
12-1001543;60,70;268472;Articulación cardán E20x40 DIN 808-W mec. - corta
12-1001548;391,70;268473;Accesorios para sistema de alimentación TDS300
12-1001550;255,50;268474;Canal de transporte 0S cpl., sistema de 2 mangueras
12-1001551;204,40;268475;Cubierta turb. aspiración (pequeña) USP 10-30kW. sist. 2 mang.
12-1001552;699,90;268476;Cabezal con lanza aspirac. tanque lona, sistema 2 mangueras
12-1001554;384,80;268477;Agitador de lamas de acero elásticas Ø850 TDS
12-1001561;71,50;268478;Esquema de soldadura comp. bloqueo extr. silo de saco
12-1001564;45,50;268479;Tubuladura de conexión vert. Esquema de soldadura
12-1001568;51,10;268480;Esquema soldadura agitador extracción silo de saco
12-1001581;224,80;268481;Sinfín de transporte L=2700
12-1001583;613,00;268482;Agitador de brazos de acero RA G30-G50, TDS240/300kW
12-1001595;776,90;268483;Accesorios para USP S y GS con agitador
12-1001596;198,80;268484;Accesorios instal. USP S, sinfín acodado con agitador Plus
12-1001606;160,40;268485;Accesorios instal. USP GS, sist. aspiración con agitador Plus
12-1001609;61,40;268486;Paquete de hojas de ballesta 6 L=1280mm
12-1001613;18,30;268487;Consola de engranajes agitador sin canal
12-1010001;30,80;268488;Hoja de ballesta
12-1010074;40,90;268489;Tapa para caja de rueda de cadena
12-1010075;14,10;268490;Empaquetadura para prensaestopas
12-1010104;14,40;268491;Anillo de presión obturador
12-1010106;40,60;268492;Muelle tensor
12-1010179;18,30;268493;Tapa del dispositivo para la protección frente al sobrellenado
12-1010201;62,50;268494;Apoyo para suelo inclinado
12-1010212;499,50;268495;Adaptador sinfín ascendente
12-1010215;171,70;268496;Manguito de goma
12-1010253;20,10;270004;Brida rectangular
12-1010254;7,80;270005;Placa base apoyo rectangular
12-1010255;51,10;268497;Apoyo rectangular inferior
12-1010256;18,40;270006;Apoyo rectangular superior
12-1010261;7,30;268498;Brida interior
12-1010264;114,10;268499;Tubo de unión
12-1010269;14,80;268500;Chapa de fijación
12-1010271;93,10;268501;Tobera de inyección
12-1010295;25,10;268502;Chapa adaptadora
12-1010302;34,10;268503;Brida de conexión
12-1010308;26,50;268504;Hoja de ballesta agitador de pellets A=2xA=60xL=1570
12-1010309;90,70;268505;Manguera textil
12-1010355;1,20;268506;Manguera de vacío amortiguadora de vibraciones
12-1010398;51,10;268507;Cubierta de la caja de rueda de cadena
12-1010404;31,80;268508;Tapa del dispositivo para la protección frente al sobrellenado
12-1010414;40,90;268509;Tapa de expulsión
12-1010429;1,10;268510;Chapa reductora
12-1010431;109,70;268511;Cono guía de material
12-1010449;30,80;268512;Dedo de descarga ASM
12-1010450;33,70;268513;Dedo de descarga RA300
12-1010453;144,80;268514;Consola de cubierta para transmisión
12-1010455;33,60;268515;Cubierta accionamiento de cadena MRL
12-1010457;56,80;268516;Cubierta disco de agitador inferior
12-1010464;19,30;268517;Aislamiento canal sistema alimentación
12-1010466;306,60;268518;Cubierta parcial 2011
12-1010471;100,50;268519;Codo 40° K120
12-1010496;131,30;270675;
12-1010498;141,80;270676;
12-1010504;119,70;270664;
12-1010508;129,20;270665;
12-1010537;21,70;268520;Brida intermedia ZF2
12-1010544;194,70;268521;
12-1010545;93,50;268522;Canal ascendente 1 L=600mm K120
12-1010548;98,40;268523;Canal ascendente 2 L=775mm K120
12-1010550;108,80;268524;Canal ascendente 3 L=900mm K120
12-1010552;123,90;268525;Canal ascendente 4 L=1100mm K120
12-1010555;13,80;268526;Apoyo intermedio ZL3
12-1010560;17,00;268527;Adaptador integración sist. alimentación EF II cpl.
12-1010607;12,50;268528;Cubierta de manguito
12-1010608;1,20;270295;Soporte de relé
12-1010609;62,30;268529;Revestimiento unidad de conmutación
12-1010646;1,60;271048;
12-1010649;31,50;270290;Segmento de tubo G30
12-1010653;78,70;270205;Segmento de tubo G50
12-1010656;27,30;268530;Pieza de presión G50
12-1010669;71,30;270239;
12-1010685;35,60;270049;
12-1010688;155,70;270613;
12-1010693;230,70;268531;Asiento de rodamiento sist. aliment. TDS 300
12-1010694;82,70;268532;Tapa de rodamiento sist. aliment. TDS 300
12-1010695;2,90;268533;Tira de fieltro 8x6,5x1000
12-1010702;35,70;270414;
12-1010719;106,70;268534;Adaptador apoyo esférico G30
12-1010726;35,60;270254;
12-1010757;24,90;270426;Tapa de inspección sist. aliment.
12-1010776;128,70;270612;
12-1010817;178,50;270877;
12-1010826;300,70;270311;
12-1010859;62,40;270256;
12-1010884;108,20;270633;
12-1010892;107,10;270634;
12-1010916;58,40;270811;
12-1010918;12,80;270337;
12-1010922;436,60;271043;
12-1010961;4,80;270829;
12-1011005;22,70;270662;
12-1011006;14,10;270580;
12-1011011;53,60;270640;
12-1011021;112,10;270619;
12-1011026;106,60;270620;
12-1011029;100,20;270621;
12-1011032;94,60;270622;
12-1011035;87,60;270623;
12-1011038;82,70;270624;
12-1011055;18,90;271013;
12-2000001;1.725,00;268535;Juego de sustitución de engranajes RA USV 110-130
12-2000005;40,90;268536;Juego rep. tanque de lona 40x40 cm para tobera inyección
